epoch,acc,loss,val_acc,val_loss
0,0.24549792748022578,1.8241137660381426,0.24937308442878273,1.8286905690267845
1,0.24967780138632484,1.8036998599760419,0.25048760100721684,1.7970693680395753
2,0.2526037131218399,1.780032196996304,0.27695736974502677,1.7569708486027158
3,0.30596677000347633,1.6953735830367864,0.34048481471992265,1.6145978153299974
4,0.36086244731721073,1.5995862673822876,0.38757314015876354,1.5406519155643152
5,0.4050297816026264,1.5104060597569056,0.4413485650931204,1.442970811639798
6,0.4406283743815253,1.4436917486117382,0.4661465589632793,1.351768739378263
7,0.4622592218478457,1.3901638658389954,0.5026469768779329,1.2807698570675556
8,0.48078999616896795,1.3419247404394357,0.5137921426664258,1.255780082653744
9,0.496011703647459,1.3072554365071911,0.5241014210418526,1.2250132639449962
10,0.5100142812400017,1.2742847796891432,0.5246586793310697,1.2186071634890476
11,0.5200459786171309,1.2506538381430043,0.5360824742600193,1.1753750130737615
12,0.5272910933895019,1.2308831214032796,0.5569796600807474,1.1331818454210458
13,0.5366958096805604,1.2036808940193249,0.5530788520811394,1.140463519574673
14,0.547354488141684,1.1865138768726242,0.5750905544803016,1.1021102523697421
15,0.5549130934560522,1.1632804816874298,0.5784341042405152,1.091727092094028
16,0.5614267302946743,1.1477199082937795,0.5759264419141271,1.0959592802207694
17,0.5684628513748027,1.1349379657399357,0.5873502368513805,1.075240775880524
18,0.5775540771197116,1.1114945758983148,0.5943159654832012,1.0569978872359247
19,0.5815597896140514,1.0984188565939146,0.6029534689328504,1.0434912330063315
20,0.592566790903884,1.0787674571500394,0.6062970186764565,1.034535299090829
21,0.5967814970935805,1.0616031240165418,0.6107550849901929,1.0330642386046118
22,0.603608624477314,1.0485081522644715,0.6191139593284487,1.0234437389073514
23,0.6110975652276014,1.037628949313433,0.6146558930396236,1.0146053103591512
24,0.6160437493479328,1.015540020448162,0.6121482307090836,1.0096428011346574
25,0.6197708035828348,1.0062961338571987,0.6260796879436619,1.0077477789549616
26,0.6286878679170226,0.9897369015091843,0.6258010588239646,0.986787082940365
27,0.6313351213946571,0.973787639294636,0.6347171914265262,0.9790127720132649
28,0.6361768086704243,0.9623230634186932,0.6269155754023988,0.9884235152430307
29,0.6426207809439273,0.9526527102221358,0.6277514628362244,0.97615749851247
30,0.6432477620299979,0.9447731846215737,0.634438562306829,0.9800136361689447
31,0.6510153610376468,0.9226401029092698,0.6291446085343556,0.9865929246878816
32,0.6582256435284964,0.9078500343052553,0.6358317080008083,0.9806299528792629
33,0.6626145111309905,0.8966311740212533,0.6372248537363067,0.9768580027063699
34,0.6694068062300883,0.8799987719827504,0.6352744497406546,0.990397890037931
35,0.6694068062290502,0.8717892281400974,0.6313736416912238,0.9879513343219539
36,0.6784980319781115,0.8524424862955476,0.6349958205960461,0.9717453143894922
37,0.6859521404458394,0.8386352661614417,0.646976873797605,0.9681073143708736
38,0.688912884465471,0.829997027446419,0.6386179994593493,0.9805262446503149
39,0.6926051064126232,0.8175829877785794,0.6386179994759569,0.9881880381340501
40,0.6970636385823124,0.8107879212866873,0.6349958205711347,0.9856387813232774
41,0.7031592880281445,0.7914570801007037,0.6419615492112593,0.9891961075762049
42,0.707722317045512,0.7764914059693788,0.6439119532069113,0.9878813578212916
43,0.7102302413877182,0.7746246116305079,0.6427974366450848,1.0097872638941543
44,0.7163607231202621,0.7597213991798907,0.6430760657896933,1.0112269621899812
45,0.7221777143056185,0.7412402431453888,0.6455837280662586,1.0115101646334057
46,0.7264969173450696,0.7294877007748458,0.6469768737893012,1.0023296542006903
47,0.7324184053801805,0.7168603155812174,0.6533853441236012,0.9957324174427661
48,0.7518548190504445,0.6650628658242724,0.6505990526692121,1.0034399355776498
49,0.7604235605579994,0.6415278880946369,0.6572861521647282,1.014348195352472
50,0.7634191368581144,0.6353815846912556,0.6533853441152974,1.0165742979171914
51,0.7670416942442999,0.6296589894642538,0.6547784898466438,1.029339377247015
52,0.76968894771882,0.6175578285182937,0.6597938144495973,1.0285862948144502
53,0.7698979414162531,0.6211339973424261,0.6553357481524684,1.0264413305297473
54,0.7717440523898291,0.6122308647712739,0.6558930064416855,1.0312564008645806
55,0.772963182281487,0.6057180155531491,0.6611869601892475,1.0361294694251089
56,0.777735204990059,0.5937479361707487,0.6550571189912523,1.044236945637623
57,0.7782228569438155,0.597390978586886,0.6592365561603802,1.0444622436052047
58,0.7872095858462366,0.5765635774005123,0.6636946224741166,1.0471469260218682
59,0.7827510536765474,0.582427129199784,0.6595151853049888,1.0512935480190606
60,0.7830645442206208,0.5814412091691781,0.6614655893172484,1.0456946785983416
61,0.7828207182416663,0.573686080437734,0.6606297018834228,1.050613104998152
62,0.7831690410693373,0.5768550308696022,0.6603510727388143,1.0433419152998797
63,0.7865826047580898,0.5709177853815391,0.6581220395819461,1.0521354959947082
64,0.789508516495162,0.5690344069302944,0.6592365561603802,1.051975853415245
65,0.7892298582346862,0.5662573641642636,0.6592365561603802,1.0581974350300032
66,0.789369187364924,0.5737732439862635,0.662301476751074,1.0508444280503486
67,0.7874882441046361,0.5674216982985851,0.6595151853049888,1.050871900477161
68,0.789787174757714,0.5672882986631782,0.6592365561603802,1.050850540656969
69,0.7938625518130203,0.5634077752177139,0.6603510727388143,1.0524259055016199
70,0.7871747535657532,0.5675358134645783,0.6611869601726399,1.0527304758033105
71,0.7908321432344982,0.5630103855605758,0.6620228476064655,1.0545717349421782
72,0.7884287157337421,0.5652923677816689,0.6620228476064655,1.0551433412767646
73,0.7867567661729633,0.5671778462383166,0.6611869601726399,1.054350811513761
74,0.7881848897558257,0.5686569893915304,0.6603510727388143,1.0541923810559484
75,0.7899613361684351,0.5602261388479154,0.6609083310280314,1.0557254524940434
76,0.794280539203734,0.5491947058355087,0.6603510727388143,1.057830644072381
77,0.7929220801880668,0.5608665753176578,0.662301476751074,1.058095972263637
78,0.7935838935546207,0.5577020310567479,0.6614655893172484,1.05806999742636
79,0.791911943993842,0.5601431883267132,0.6617442184618569,1.0578596711191968
80,0.7896826779100355,0.5601206438669055,0.6614655893172484,1.057843190210714
81,0.7906579818175485,0.5616876831567376,0.6617442184618569,1.057719452114084
82,0.7919816085568847,0.5592627125522336,0.6617442184618569,1.0576289982874103
83,0.7901354975812326,0.565916748018473,0.6614655893172484,1.0574862174783188
84,0.7919816085589609,0.5622331404155306,0.6617442184618569,1.0575251931199525
85,0.7930265770336691,0.5579258418784104,0.6620228476064655,1.0576899387471754
86,0.7892646905193218,0.5628535689789904,0.6617442184618569,1.0576794942995074
87,0.7913197951882547,0.5568159204623249,0.6620228476064655,1.0575595848837347
88,0.7905534849719462,0.5628711680325559,0.6620228476064655,1.0575777726207944
89,0.7902748267114704,0.5647251046793045,0.6620228476064655,1.0575332052198152
90,0.7914242920359331,0.5621370807964312,0.6620228476064655,1.0576173478296853
91,0.7903444912755513,0.5632320514185027,0.6620228476064655,1.0576248287523513
92,0.7901703298658682,0.5629887183555727,0.6620228476064655,1.0576137982061826
93,0.7915984534476924,0.5627751390265215,0.6620228476064655,1.0576548696427865
94,0.7909366400801005,0.5625053692056682,0.6620228476064655,1.057667095071926
95,0.7929917447511096,0.5600887491171203,0.6620228476064655,1.0576855087718713
96,0.7913894597512975,0.5573545499176037,0.662301476751074,1.057705124529267
97,0.7890208645372532,0.562823927077784,0.662301476751074,1.0576961338437012
